Reviews,Ratings
blacks are not as good as i thought. refresh rate is low it must have been 120hz but it is vey slow. when i pkay pc games screen flickering occurs. causing me to dwngrade graphics content to match screen refresh rate,3
"Have been using LG27UK650 for a week now. Bought this to go with Macbook Air Early 2015. The handshake has been seamless; the monitor was recognized instantly upon plugging in the mini DP to DP cable completely utilizing the 4K UHD capabilities of my mac. HDR 'emulation' is a bit let down on normal source; it spoils the image actually. Perhaps it will work better with actual HDR source. Haven't had the opportunity to test AMD freesync; not a gamer anyway. I am comfortable to use it in photo mode that limits any 'grainy' perceptions. 60hz is adequate for day to day work; no eye strains so far. Overall I am impressed with the vast increase in the screen real estate depicting vibrant, yet believable colours. The menu buttons are intuitive and easy to use. It sits very pretty on the table with nice contours. Bought it for 40k from a different source when Amazon was selling it at 42k. Highly recommended.",4
"Let's keep aside the pricing for this review! But, anything less than 28k would be a reasonable price, in my honest opinion.

Features and Pros:
1. Quad HD
2. LG IPS Panel
3. 32"" and 1440p is a reasonable combination
4. Pricing with discounts during sales. (25k-28k)

Cons:
1. On a case by case basis you might receive a panel with bleeding, go for replacement or refund.
2. It's a new class of monitors in terms of pricing and feature set.
3. HDR10 is a just at certification level, not among the most fabulous HDR10 panels.",5
"One of the best monitors I have ever seen. I have bought this for my Xbox One X and games look great on HDR. People seem to point out this is not a true HDR since this has only 450 nits of peak brightness ,but true hdrs atleast cost close to 1.5 lakhs and the peak brightness it has is better for monitor because we sit very close to it. I have seen picture quality of LG Oled since I own one and this monitor is by far better bang for the buck.",5
"Pro: it is lg. That's it.
Cons: the stand is fix n it cannot move so the screen is at a higher elevation n hence one may not be able to see the full screen.
2. The bezels are thick , it is poor Marketing by lg where they are missleading the customer saying boderless. It has thick inbuilt screen borders. It ruins.
3. Hdr is sub-par and it over saturates to yellowish tone. Not good.
4. It is 8 bit monitor with oversampling to 10bit to go into HDR10. Hence not good colour accuracy.
5. Not exactly 75hz, but 74.97hz. not ideal for gaming.
6. Amazon is selling it lot higher than you might get at a local store.",2
"This is one good large monitor. No screen bleeding though there are glitches on Linux but with few tweaks in the video card it is working smooth. I am a developper and this monitor helps me as I could open multiple windows. Will give full review after 2 months.

Note: if you use hdmi it always asks you to keep the refresh rate to 60hz.",3
"I received the monitor and was surprised to see that there is an uneven gap between the border and the display(who is to blame here?). The backlight bleed is considerably large and out of the box and also the yellow tint is brighter/equal to the ips glow which is at the bottom. Not expected from apprio retail and from Amazon. Highly disappointed.

This has also become a trend among the sellers in India they will repack the received replaced/returned product and advertise them as new and when you open the received box it turns out to be a repacked product and not original.",1
"Its a really great upgrade if you are coming from a full HD monitor.
Its a gorgeous display.
The texts and icons are so crisp and clear.
Stand is sturdy and heavy.
If you are going to use it with Macbook Pro, then you will notice it immediately that it is if not better then at par with retina display.
I have bought it offline!
I have been using with both Windows 10 and MacOs and both look fantastic.

4.5/5 Overall.",5
"I ordered this thinking it's a QHD resolution monitor,but this is just another stupid FHD monitor! It's built quality is ridiculous and has massive flexes...I have ordered a refund! This costs around 15k but I paid 28k....",1
Dont buy not a good monitor.,1
Decent screen. Easy controls. However sound has never worked. Height adjustment is useful and image quality is great for day to day work. Refresh rate could be better for gaming.,4
"Bought it from local store. Here are the reason why u should get it:
-Factory calibrated
-99% srgb
-high bit rate
-ips panel
And its the only good 4k monitor available in india for fair price.",5
very expensive in the term of feature only 350 nits if it says it has hdr so this feature is waste,1
"Pls don't Buy this monitor.There is huge issue with black light bleed. I have 27ud68p model. I purchased it in 2017, within 1 year RED areas began to appear around edges. LG got me a replacement but again after 9 months same thing happened.",1
"Been using this since 2 months.
Bought it from the local market and got it slightly cheaper.
I use it mostly for my video editing work.
It gives great sharpness and color accuracy at 4k.
Second usage is for media consumption and gaming.
Overall great product for its price range.",5
"This monitor is gud for watching movies, working, editing nd all
if u are a gamer...pls don't buy this..and it lags..nd 75hz refresh rate is not good for this",3
"Picture quality and brightness for gaming is excellent. No lag while playing game. This is the best monitor in this price range.
No backlight bleeding issue.",5
"If you looking for 27 inch 2k ips panel for editing under 20000 then go for it ,make sure you get under deal .",4
Used HDMI to connect. Great brightness at this price range (22.5k). Highly recommended. Looks decent. Plastic body is highly good.,5
Bad,1
"As 4k monitors go, LG has a decent monitor here. Not the best, not the worst. But the panel quality could certainly have been better. I got a product with strong green tinge and bleeding at bottom half of screen, so I requested a replacement which I promptly got. However, after a few weeks, same problem arose with the replacement as well. Strong green tinge at bottom left and right corners which becomes very obvious in dark scenes and pictures. In bright display, it is not noticeable.
Major facts that I have observed till now:
1. It heats up a bit in bottom half as well. It is quite perceptible difference in temperature between top half and bottom half which you can feel at the side edges of the monitor.
2. Strong bleeding at bottom right and left corners to green tinting, especially in dark scenes it is quite evident.
3. Does have 2 HDMI ports and 1 display port. One more display port would have been a plus.
4. Does have audio output port.
5. Had great vertical adjustment, you can tilt monitor full 90 degrees from landscape to portrait, but no swivel option.
6. 60 Hz refresh rate at 4k quality.
7. Is fully G-sync compatible though N-Vidia doesn't list it as so and works perfectly via display port with g-sync/N-Vidia card in my setup (1660Ti)

All is all, Amazon service and Appario are top notch service providers till now. Delivery is great. Packing was superb, replacement was super quick as well. However,, I am sure you can find a better 4k monitor if your budget will allow you to go just a bit higher. The green tint and light bleeding does interfere with quality.",4
Everything was good just the piece i got has a manufacturing defect and that was the last piece in stock otherwise i will definetly buy that no doubt.,5
"Great Monitor for the price
Nice Viewing angle
Pre caliberated
good colours",5
"Everything is fine about the display,but could find some edge bleeding ,and since it's ips really good viewing angles and they provide both diplsay port and hdmi which is great ,but it would have been better if there was height adjustable,or offer a model with one.",5
"I bought it on a sale after saving up money only to get a damaged monitor used by someone else. After weeks of wasting my time and now another week to return and refund, I get nothing back. This was a pathetic experience and amazon does not want to be responsible in anyway.
The monitor itself was good and I will buy this one properly at a local store, albeit at a higher price. I lost my trust on Amazon after 5 years. Will update the review again in the future if any changes are made

Edit 1: They took the monitor back and offered a refund but they didnt do a replacement like I asked. Immediately after I returned it, the deal was again active with a single piece! It seems they resold the used monitor they sent to me as new again to someone else!!",1
"This is a very good 4k monitor from LG and for me it ticks all the boxes to be a great buy.

PROS -

1). Very bright (can reach upto 400 nits)
2). On screen software is nice to control your monitor settings without using physical buttons .
3). LG IPS panel -Colors are brilliant on this ips panel.
4). Very minimal backlight bleed - Even though this is an ips panel the blacklight bleed is bare minimum.
5). Design - very thin bezels gives you an immersive feel and stand is quite sturdy and very adjustable.

I also think it lacks few things that I noticed.

CONS -

1). It lacks Swivel movement , so you have to move whole monitor with stand in your direction.
2). HDR is not that effective .
3). Even when I adjust its stand’s height to minimum, the monitor still feels to be placed at a high position .

Also it was a great value for money at 28700/- effective price during Great Indian sale.",5
"I simply loved this monitor. Before I had LG 27uk850 which is a bad monitor and had light bleeding issues so I had returned that monitor. But now this monitor is beautiful and I am using it with my MacBook Pro and with imac also. Yes it's not upto the level of MacBook Pro or IMac retina screens but still it gives very good output with MacBook Pro.

I have not purchased the USB c version because don't want to charge my MacBook Pro from usb c cable which I think 60w and can damage your MacBook Pro in future with regular charges so I opted for this model and using the display port ( have to purchased it separately) and charging my laptop with the original power adapter by Apple.

Cables: The HDMI cable and display port cable which comes with the monitor have no use. They don't give the 60htz output and gives only 30htz which is laggy. So you have to purchase the proper 60htz cables. LG should provide the good quality cables which is the negative point of any Lg monitors.

Light Bleeding: I am lucky that I didn't get any bleeding issues with this monitor but yes IPS glow is there which is a common thing with all IPS panels. Remember light bleeding and IPS Glow both are separate things because some people count IPS glow as bleeding issue.

Monitor Stand. I don't like the stand ( which is a personal choice ) which came with it. Cant even move it to different positing properly so I have purchased the gas arm stand which is very smooth and your desk looks very clean with it.

Overall I am very satisfied with the monitor.",5
"Pros
- Screen is really good
- Feels Premium
- Height adjustable
- Split screen also works download the driver from lg.com for this model. Pretty sweet feature.
- On screen screen function also works by downloading driver from lg.com

Cons-
On 4K resolution everything becomes so small it is not readable. I know this is the thing with every 4K monitor out there. So most of the time I keep the resolution at 2k for better readability.
No in speaker
No USB port",5
"I am totally satisfied with this monitor.
The HDR isn't as pronounced as they say because it's HDR 400. But the the monitor has consistent colors and great color accuracy. The stand is very sturdy and has appropriate weight when doing all types of adjustments. It's a great stand after all. I would say unless you plan to buy a separate monitor stand, buying this UL650 model is highly recommended over the standard UL600 model of this monitor. Because the stand is well worth the money. The only complaint would be that it doesn't swivel left or right. But it can do literally every other movement we'll ever need.

Let's talk about the overall build quality, it's just great. The vesa mount is very satisfying to use. The overall body of the monitor is made of good quality plastics. The white color looks really good.

It comes with 1x HDMI cable, 1x Display Port Cable and a CD. The CD was not packed properly it was just thrown inside the box along with the warranty papers. I couldn't find the software to install that will make things even better. When searched on LG website it shows no software available for this monitor model. Or when I found one, the download link didn't work.

Anyways, this is a great monitor and is well worth the money. 4K looks stunning. Unfortunately my laptop isn't very powerful to run 4k60 smoothly. I'll be using this monitor with my new PC build that is coming soon. Until then I'll be using it in 2K 60hz mode.

It still looks great in 2K 60Hz.
27 inches might be a bit too big for many but as a video editor, I find more space adding upto the convenience. You could go with the 24 inch ones but I couldn't find a good 24 inch 4k monitor that is color accurate and has good reviews.

Also 27 inches seem to be the sweet spot for monitor size especially for productivity and it looks like 27 inches is a standard size.

The colors are very vibrant and has many color settings presets.
Straight out of the box everything looks stunning. And the display is matte so you don't have to deal with reflections.

It is an overall great monitor with great value for money.
One complaint I would say is that the headphone jack in the back of the monitor is flimsy and not of good quality. It sounds bad when the headphone is connected to that port. It sounds excellent when I connect directly to my laptop.
So I wouldn't use that headphone jack. Anyway it's just a small thing.

If you want pure audio quality don't use that headphone jack.
If you want pure picture quality this is the monitor to go at this price range.

I'm very happy that I chose this.
I will update the review if something goes wrong in the future.",5
"I am being honest in what i write here.... there really isn’t, literally, anything else in the market like this monitor at this price if you really have the need for it. Ultra gaming is a given but need for content creation is also way above average. This product from LG really is a masterpiece for this price. I love it entirely.",5
"a nice monitor, good colors, hdr works when connected to macbook 16inch, no visible back light bleeds. overall happy with the purchase.",5
"After spending a 10 days of doing extensive research, I bought this LG computer monitor for coding, and love the clarity. text look crisp and clear. It's reader mode is fantastic for working for long hours, as I spend 8-9 hours per day for office work and 0% strain to eyes. Some of it's unique features such as pivot, dual controller, and screen split makes you productive and the coding work easy.",4
Not a gamer. Mainly for work from home office work. Connected to HP laptop. Very simple installation. Texts are clear in documents and no distortions. Color looks pretty. The up/down movement is really useful to get the height right. Just push monitor up or down to adjust height. Not a bezel less but looks good.,5
"Pros:
Excellent Panel.
Accurate and vibrant colors.
Can get really bright.
Good Black levels.
The stand provided is really nice.

Cons:

Wobbles a bit if the surface shakes.
Price is slightly on the higher side for the the features.

One would atleast expect a USB C at this price point bit it doesn't have one. It's available in UL850 which is 10k more than this model.

Irrespective of what the description shows, it DOESN NOT have a USC C port. I was aware of it before buying but the images are a bit misleading.",4
It's a good 4k monitor for the price. HDR is there just for the records but couldn't expect more for the given price range. Overall it's a great monitor for 4k video editing and movie watching. Currently using it with Dell XPS 15.,5
"1- I first plugged it to my XBox despite knowing that it 60Hz display
2- Played a 4K video that has lot of green snake (by this time every 4k enthusiast has seen that over and over)
- Absolutely stunning results gorgeous looking display (using the in box provided HDMI cable)
- Provided HDMI cable is capable of rendering 4K at 60Hz when used with Xbox
3- Tried playing NFS, XBox detected a 4K display and wanted to enable special feature, went ahead do it
- It's good but not really meant for gaming, for more than one reason
- For gaming a full HD TV with 100Hz refresh rates is more than enough for not to gamer (a Full HD TV would be more value for money if sole objective is to play games )
4- Plugged in to Linux laptop using provided HDMI cable (TypeC->Hub->HDMI->Monitor)
- First impressions
1. Nice display
2. 4K is stuck at 30Hz
3. Everything has lot of whitespace all of a sudden and everything looked very tiny
4. 60Hz with one lower setting was best in this case
5- Plugged into my windows laptop that already handle 4K like a pro
- First impressions
1. Flawless, colors perfect, scaling perfect
2. With HDMI the refresh rate is still stuck with 30Hz (not bad, can live with it but that's not one wants)
Display port cable in my opinion is as waste as the CD provided, as most of the HUB and laptops won't have display port. That cable has display port on both ends what a bummer and wasteful asset

I have ordered a 60Hz type-c to HDMI cable, shall update if I can get 4K @ 60Hz with that. (Works)

Nothing wrong with provided HDMI cable but your HDMI port in hub or laptop might be capped at 4k@60Hz so get the right cable accordingly.

Very good for reading comfort and watching videos.

It would be much helpful if type-c to HDMI or Display port cable is included in box",4
They boosted the price to 30k and sold at 29k saying it’s an offer. But after I bought it. It became ₹28k. That’s the price of this product.,1
"I really love the monitor. It is best one you can get with incredible features like 4k, vesa mount, adjustable stand, 27inch.

Only problem is that it doesn't have usb c. There is another model which comes with it but it is 10k more and i feel not worth it. I right now use usb to hdmi convertor with my laptop.",5
"It’s a good monitor from LG. 4K resolution with 27 inch size is a good combination to go for. The text appears very clear, colours are also good while using with Mac OS. Thankfully, there is no backlight bleeding in the monitor I received but it has typical IPS glow.

Few cons: HDR does not seem to be working as expected with Mac. Packaging and built quality of the panel could be better. In this price LG could give slimmer bezels.

Overall good monitor for productivity and multitasking during work from home. I got it for 27K in sale so it’s ok.",5
A huge and intense Backlight bleeding on the corner that is even visible when doing some task on screen...and degrade the viewing experience......please note we are spending 30k just for display,1
"Very good 4k monitor but Hdr is useless.. I have connected to Macbook Pro 16 inch the colors are washed out..

But everything else expect for Hdr is just perfect... 👌👌👌",4
"I purchased for photo editing in photoshop. Its just great looking, 4K is awesome, stand is so flexible, I have absolute no issues with monitor , worked just perfectly with my MacBook Air, I had to purchase a Thunderbolt to Display port cable though. By default it comes with 1 HDMI cable, 1 Display Port Cable",5
"This is an amazing product for those who are looking for color accuracy. Amazing quality. Preferred over other brands, LG is slightly costly but delivers the value.

Go for it.",5
Great picture quality and great features,5
"White Spot on Display, Used product sent to me. There was already 1 hr or up time on the monitor.",1
Not happy... Had to get the screen replaced just after one week of getting it due to ghosting issue and even the second screen has the same problem waiting for serving replacement. Pretty sure I was sent a refurbished item for the price of brand new.,1
"Using with my Xbox One X...amazing quality...Also using as my PC monitor..No complaint whatsoever. If you need an ideal 27"" monitor, this is the one.",5
Good monitor. I'm using it for my design use. One thing I found as an issue is that enabling HDR changes the colours a lot. So I'm using with it turned off. Other than that it is a good display.,5
True VESA certified 4K HDR 400 Monitor..Excellent quality clear and brighter picture with good features overall i am very happy.. LG did a good job👍,4
A very perfect and beautiful display screen. All good but but no speaker . May be a small built in speaker could have been better . Just love it on Play Station .,5
Monitor is average. Refresh rate is stuck at 30Hz with Windows 10 Laptop and with MacBook Pro. Techsupport has no clue on it yet,2
Every thing is fine but after using for few months I am noticing a screen burn issue even for 10 to15min static image. And this burn is noticeable on grey colour.,1
"Detailed in pixels, Comfortable stand

Worth for each rupee",5
Great monitor to pair with my MacBook Pro - have been using it for work and no complaints so far. Make sure you have a 4K 30/60 fps compatible cable or adapter - otherwise you’ll see some quality loss.,5
"Monitor is very good. It is helping me as expected. Only problem I see is that when Mac goes to sleep mode and comes back, monitor turns complete yellow. I need to disconnect n connect back to get back normal.",5
The monitor condition is good and renders 4k as expected but somehow my Macbook pro 2019 becomes so slow and literally unusable after sometime. Not sure if issue is with the monitor or the display cord or the laptop.,4
"Your browser does not support HTML5 video.
 Picture quality is great, Inbuilt speaker missing.
Worth buying , i bought this for Rs 29,999.",5
Perfect for my Photo Editing Jobs,5
"No swivel function

Otherwise fine",3
Only missisng thing: It doesn't swivel.,5
Superb product. Just go for it,5
Excellent colour,5
Love it! No issues. Best 4K Monitor!,5
Very nice display for regular day to day office work,5
LG AT ITS BEST ... go for it without doubt .. display is fluid,5
Indeed great monitor for photo and video editing,5
Very good monitor,5
Build quality nd matte display is very good,5
amazing quality,5
"This monitor has only 60Hz of refresh rate and has price 28k
I will suggest to buy acer gaming monitor instead of this because they have 145Hz refresh rate and comes in only 17k",1
"Same product with no height adjust is 10k less on Amazon
Search:
LG 27 inch 4K-UHD (3840 x 2160) HDR 10 Monitor (Gaming & Design) with IPS Panel, HDMI x 2, Display Port, AMD Freesync - 27UL500 (Silver Stand with White Body)
Cant pay 10k more for just height adjust instead I will get my chair adjust.",3
"Text is clear and sharp (thx to 4k)
Colors are bright Saturation is also balanced and hdr is just fine.
Cons for me :-
My Pc only have hdmi 1.4 which means 4k@30hz which sucks.
(But not a problem with right hdmi version ,😃)
Display port is useless in my side.
My product has a slight bent on the hydraulic stand but it's not a big issue (may be due to movement during shipping).
Over all best for those who are searching for 4k, best colors,Good standard and build quality,and for multitasker ,(can also be a option for gaming of u are fine with 60hz)",5
"due to COVID - 19 my office instructed to WFH for few weeks and I need an office like setup at home for my busy workday. Bought couple of these monitors and an Amazon Basics dual monitor stand for mounting these monitors. The whole setup compliments my office desk.

Pros:
- Matty finish (good for programming / development use)
- 75Hz refresh rate
- LED backlight (night time you can some light bleeding, but during day time / under proper light no difference)
- VA Panel (no details about VA / IPS panel either in the documentation or Samsung website)
- Colour reproduction is awesome
- Mount option available
- Frameless Design (looks great)

Cons:
- No Audio out port (as mentioned by others). You can't use it for other use cases (like tv)
- Limited connectivity options (no DVI / DisplayLink port), only HDMI or VGA
- VGA resolution is not good when on MAC (I tested Mac Book Pro only, don't know about others). HDMI is recommended

Need to check the durability.",4
"Got this monitor after going through almost a week of research. Wanted to buy the LG 24"" as the Samsung curved one has a VA panel and I have seen it, the colors were not that great in that one but at the last moment I saw this from Samsung. My expectations were high from Samsung and it did match my expectations.
Pros:
1. Color are vibrant and pictures are sharp.
2. Blacks are blacks, as good as a LED monitor can reproduce black. In day time it feels like an OLED black, at night you can see a bit of light as its an LED, but its really good keeping in mind that it's an LED panel.
3. The 75hz refresh rate makes it feel a bit snappier than regular 60hz monitors.
4. The thin bezels gives it a modern look.
Cons:
1. The stand is not adjustable, I didn't expect it to have adjust hight option, but at least adjusting the inclination angle option should be there for an monitor.

But it's a great buy at this price point. I got it for 9999. You can go for it. Everything else is really good in this one.

Edit: after using it for 6 months, I am impressed with the picture quality and colour reproduction. I didn't face any issues till date. I was so impressed that I got another one to have dual monitor setup :).",5
This is one of the best displays that I've came across at this price range. The only problem is that you cannot adjust height of the display like most monitors.,4
"CONS (only 2):

1.
Viewing Angles are NOT OK.

Of course it is not an IPS panel. If it's an IPS, there will be a clear logo. There is no mention of the same on official product specs either. It could be a PLS panel.

2.
Gaming modes: 75 hz. Useless, just marketing. No difference at all. Note: My testing was based on a dedicated graphics card with appropriate settings. Max output was 72 hz. Beyond that, screen will blankout, become non compatible. However, you will not find any difference compared to 60hz and 75hz. Maybe you will see a difference if you place the panel under a microscope or some highend slow motion camera purely for purpose of panel testing. Its just a marketing myth (irrespective of brands). You can find significant difference from144hz onwards.

PROs:

NO BACKLIT BLEEDING across the screen. I tested with a pitch black image file with full brightness settings and various angles in a dark room environment. So no issues at all.

Panel is matt finish, so no screen glares to an extent.

Color reproduction is very vibrant. Somewhat 70% close to HDR 400 although its not a HDR screen.

Overall Build quality, fit and finish is excellent. Very slim bezel with simple modern design and appeal.

9.5 K is an excellent price.

Package and delivery was good.",4
"Picture quality and viewing angles are awesome, frame less design looks great, but stand is not adjustable and backlight bleeding is there, replaced, and the new one also has bleeding

Edit: Returned the second one and purchased again, 3rd monitor has no backlight bleeding",5
"Neither bad , nor Good . For the price its ok . Color is faded a bit but for 10k . Its ok .
Backlight bleeding is there , but very little, can be ignored (I am picky about backlight bleeding) . I came form a TN panel, so color is obviously better but the punchyness strains the eye a lot .
Overall a nice monitor to go for . Didnt give 5 star as previously I saw a dell monitor (forgot the name) about 5 years back . That had better color but 7 ms response time which was bad .
Imp : dont go for 1080p in 27 inch monitor if you are looking for new purchase. You will see pixel . 1080p is best till 24 inch .

Update : got a dead pixle today . Thank God within return period . Dont know how long this will last .",1
Received Yellow shaded screen and got replaced thanks for that & On Amazon website on Technical Details Origin of country shown as India but on the box its not made in India its some other county.,2
Good monitor but the major issue what I've faced is unable to adjust the up & down height adjustment. Just fixed position.,2
"After reading blinding issue review. I trusted Samsung and it was my mistake. I have two monitors one is Samsung and other is Dell, but to be very Frank the samsung has worst quality. I don't know is it specific to model only. I request you do not buy this product.",1
"The product is having major backlight bleeding.
The first unit I got had little backlight at the bottom and I replaced it, and the second one I got had bleeding from all directions. it was just worst.",3
"I have been using this monitor for a week now, primarily for work and a little bit of gaming, and I am quite impressed by what it offers for the price (I got it for 8500 during prime day).

Pros:
1. Deep blacks give great contrast ratio
2. Matt finish minimizes reflections
3. Freesync and 75hz are good additions for gaming
4. Very slim bezels on 3 sides

Cons:
1. No vertical height adjustment
2. Color accuracy could be better out of the box. It is apparent in the pic where you can see the difference in green color of the leaves on the laptop screen and the monitor. But since i am not doing any color sensitive work, I found it acceptable.",5
"I think this is not a IPS display as there is no mention of IPS on the box nor in the manual and description.

After a Little bit of research i came to know that Samsung has its own version of IPS technology and it is called PLS technology which is very similar to IPS hence i got very similar image quality.

Overall inshort:
Pros:
1) Punchy Colors.
2) Contrasty image (some may not like).
3) Wide Viewing angle.
4) 75 Hz refresh rate (72Hz freesync on).
5) No Backlight Bleeding.
6) Really thin bezel for price.
7) One Joystick botton to control all features.
8) Cable hook provided in box for cable management.
9) Quite good design.
10) Blacks are quite good not best.

Cons :
1) It is little bit pixelating kinda okayish as its 24 inch but higher than 24inch it might get worse.
2) No height adjustment only tilt feature.
3) I think its not as colour accurate as IPS because image looks quite punchy maybe you have to adjust setting for accuracy.
4) No one tap button Power off as its a two step process.
5) No onscreen software control available.
6) No audio out from display.
7) Stand is glossy and matte plastic combo which is okayish.
8) Only HDMI and Sub DVI no Display port.

By the way it can be overclocked to 83Hz max and HDMI cable is provided in box.

Overall good Monitor for its price as i bought it at ₹9500.",5
"This display is classic Samsung. Contrast-y, bright and sharp. The actually frequency is 72.9 Hz whereas advertised as 75 Hz.
The picture modes are good and offers a dedicated Game Mode - where all the sliders are maxed out.
The FreeSync is a boon, it improves the ghosting observed and minimizes any screen-tearing.
The fixture is robust and looks sleep, except there is a slight screen wobble when I types at my max speed.
The cable management behind is good and the included HDMI cable is a welcome.
The bezels are stunning and movies/games look seamless.

I like the display, 9/10.",5
"I have been using a 27"" LG 4K IPS primary monitor that costs 40K+ and a cheap 20"" Samsung TN secondary monitor. The secondary monitor has been showing some signs of old age, and needed a replacement. What I wanted was an affordable monitor that had reasonable picture quality and over all build quality.

To be honest, I only expected an average performer in this monitor, and was pleasantly surprised by it's image quality. The colours are vibrant (don't expect the quality you get from a premium monitor) and it has more than enough brightness.

My premium primary monitor, while having excellent colour reproduction and pixel density suffers from shoddy quality control - I had to replace it five times in the span of 18 months due to various issues ranging from terrible backlight bleeding, colour non-uniformity and image retention. So when bought this rather cheap Samsung monitor, my expectations were not that high. But it outperformed my expectations. For the asking price, this is a steal.

The good:
1. Adequate image quality and colour reproduction. Bear in mind that it is not factory calibrated.
2. Excellent blacks - Even though Samsung says it is an IPS panel, I suspect that it is indeed a VA panel, because I have never seen an IPS panel that is able to render such deep blacks as this monitor does.
3. Really good brightness
4. Relatively lightweight
5. Almost no bezels
6. Adequate viewing angles
7. The VESA mount bracket is on level with the surface, unlike some LG monitors where the VESA screws area is depressed which would make it incompatible with some VESA mounts.
-----
* The pros listed below this point are specific to my monitor, and may not hold true for every one as these things are dependent on QC and is based on your luck.
6. Only extremely minor backlight bleeding - so minor that you'd often fail to notice it. My 40k+ LG monitor has major backlight bleeding issues. So this is a major relief for me.
7. No image retention issues
8. Excellent Black and White uniformity. Grey uniformity is only average.

Cons:
1. The included stand is of low quality. It has sharp rough edges and mold marks.
2. Tilt is very difficult to execute. You have to apply a lot of force to tilt the monitor, sometimes I felt worried that I might damage the monitor.
3. Not so great pixel density. Being only a 1080p monitor, 24"" size makes the pixels too big which force you to stay a bit farther away, otherwise the text does not look smooth. This is not a problem for watching videos or playing games.
------
* Following cons are specific to the monitor I received and other devices may not have these issues
4. Dead pixels - Mine had 5 dead pixels which were prominently around the top right corner. I wasn't bothered by those though.

NOTE:
When I first turned on the monitor I experienced some contrast related issues. The monitor was unable to render certain shades of grey and looked indistinguishable from white. It turned out that this was caused by the setting 'Black level' - mine had it set to 'Low', and once I changed it to 'Normal' the issue was gone.",4
"Pros.

1. Samsung screens doesn't need a intro. Even other mobile manufacturer's are buying screens from samsung only. So screen quality is top notch😍.

2. It is a IPS panel, viewing angles good. Inky black. Good contrast. Great brightness. No backlight issue most important to choose this.

3. Comes with hdmi cable and power cable. No VGA anyhow I don't need that, but if you need you have to buy it separately.

4. Installation is easy and wall mountable. Planning to make it as a second tv after WFH over 😝

Cons.
Price again it is not a cons. Would have been great if it is little cheaper.

Overall great purchase and good Monitor",5
"Good monitors, I bought 2 monitors for a better dual screen experience. Although this is basil less, the black edging is significantly lower compared to the other monitors I've used at work.

The backlight bleeding is very less , Infact it's the best of what I've seen so far. (photo attached has reflection)

The viewing angles are great. I do not see much difference in color when looked at the display from the sides.
The monitor automatically selects input devices. Can be controlled in the setting menu
Over all, for 9k -10k this is a good monitor for the price range

Downside: no dvi",5
"I’d say this is a great monitor, I use it for gaming with my Nintendo switch and use it for editing photos and videos for my YouTube channel, which I have a video review on at Parikv99. Picture quality is really good and build is superb as well. Only things missing are an audio out port, but that doesn’t bother me much since I use my headphones anyway and height adjust. Great, value for money monitor that I recommend if this is your budget.",5
"This is a gorgeous monitor on this range, I bought it for my office use. It was easy to setup.

Picture quality is difficult to say, my laptop shows sky blue color but monitor shows in turquoise color. Tried all the settings, not sure there's a color problem with my hp laptop or Samsung monitor.

There's no adjustable stand but can be wall mounted - the way I wanted.",5
"Rcvd the product very fast.
Negative Things:
1. Screen Is fixed type you cant not adjust it horizontal or vertical.
2. While connecting with laptop as second screen refresh rate gets only 71.90HZ, contacted customer care, reply rcvd as extending the display across your screen and tv then you will of course experience a bit of a decrease in performance.

Only the good thing got it in 8500rs in amazon sale.",4
"A great external monitor that's just the right size for day to day office work and occasional Netflix/ Prime viewing. Was looking for a monitor to help manage working from home and the increased need for an additional monitor to help with screen share / presentation etc.

Need a little tweak to make this really great.

When this was plugged in at 1st, the text were awful and no matter what I tried to do with the settings nothing seemd to work. Finally after playing with the settings options on the monitor (not via Windows OS) figured out that setting the 'Game Mode Always On' did the trick. The text is razor sharp and smooth transition when you drag and drop windows and other apps. Most of the other settings were kept at factory setting. Monitor is very very bright at 100%. Recommended to dial it down to 20-25%. Hope this helps if you are struggling with the resolution.",5
"Excellent product. Though I am little sceptical whether it is IPS or not. Good colors, really bright for indoor, anti-glare. You will enjoy viewing it. My unit has a tiny black dot on the right side, I believe a foreign particle in between the layer. But I dont mind it. It does not have back light bleeding. Right side portion is little brighter than the left side if you are viewing black. Tilt mechanism is little weird. Otherwise really good product.",5
"12-05-2021 - Amazon delivered the monitor in one day but received defective product, upon complaint amazon expert verified the issue and initiated replacement immediately.

13-05-2021 - received replacement. Problem with this is it's not at all monitor for daily work. Even with '0' brightness i can't read a word doc for more than 5 mins. Definitely some issue with brightness. Note: i am on 75Hz. Requesting for return and Amazon acknowledged that. Thanks to Amazon

Issues -
No sharpness(looks like CRT monitor)
improper RGB balance
The LCD panel also having some issue as able to some overlighting patches in the bottom.",1
I bought this samsung S24R356FHWXXL 24 inch monitor and Its build Quality was nice. But one problem I found was its color was not accurate and giving bluish green shade. so It affects my designing work and I requested return. So as per their policy they replaced it with another monitor same model. But the problem was still there. so again returned and I gone for Benq monitor. It gave me very good color accuracy and satisfied with the result :),3
